date_id,date
1383,14-Oct-11
1384,15-Oct-11
1385,16-Oct-11
1386,17-Oct-11
1387,18-Oct-11
1388,19-Oct-11
1389,20-Oct-11
1390,21-Oct-11
1391,22-Oct-11
1392,23-Oct-11
1393,24-Oct-11
1394,25-Oct-11
1395,26-Oct-11
1396,27-Oct-11
1397,28-Oct-11
1398,29-Oct-11
1399,30-Oct-11
1400,31-Oct-11
1401,1-Nov-11
1402,2-Nov-11
1403,3-Nov-11
1404,4-Nov-11
1405,5-Nov-11
1406,6-Nov-11
1407,7-Nov-11
1408,8-Nov-11
1409,9-Nov-11
1410,10-Nov-11
1411,11-Nov-11
1412,12-Nov-11
1413,13-Nov-11
1414,14-Nov-11
1415,15-Nov-11
1416,16-Nov-11
1417,17-Nov-11
1418,18-Nov-11
1419,19-Nov-11
1420,20-Nov-11
1421,21-Nov-11
1422,22-Nov-11
1423,23-Nov-11
1424,24-Nov-11
1425,25-Nov-11
1426,26-Nov-11
1427,27-Nov-11
1428,28-Nov-11
1429,29-Nov-11
1430,30-Nov-11
1431,1-Dec-11
1432,2-Dec-11
1433,3-Dec-11
1434,4-Dec-11
1435,5-Dec-11
1436,6-Dec-11
1437,7-Dec-11
1438,8-Dec-11
1439,9-Dec-11
1440,10-Dec-11
1441,11-Dec-11
1442,12-Dec-11
1443,13-Dec-11
1444,14-Dec-11
1445,15-Dec-11
1446,16-Dec-11
1447,17-Dec-11
1448,18-Dec-11
1449,19-Dec-11
1450,20-Dec-11
1451,21-Dec-11
1452,22-Dec-11
1453,23-Dec-11
1454,24-Dec-11
1455,25-Dec-11
1456,26-Dec-11
1457,27-Dec-11
1458,28-Dec-11
1459,29-Dec-11
1460,30-Dec-11
1461,31-Dec-11
1462,1-Jan-12
1463,2-Jan-12
1464,3-Jan-12
1465,4-Jan-12
1466,5-Jan-12
1467,6-Jan-12
1468,7-Jan-12
1469,8-Jan-12
1470,9-Jan-12
1471,10-Jan-12
1472,11-Jan-12
1473,12-Jan-12
1474,13-Jan-12
1475,14-Jan-12
1476,15-Jan-12
1477,16-Jan-12
1478,17-Jan-12
1479,18-Jan-12
1480,19-Jan-12
1481,20-Jan-12
1482,21-Jan-12
1483,22-Jan-12
1484,23-Jan-12
1485,24-Jan-12
1486,25-Jan-12
1487,26-Jan-12
1488,27-Jan-12
1489,28-Jan-12
1490,29-Jan-12
1491,30-Jan-12
1492,31-Jan-12
1493,1-Feb-12
1494,2-Feb-12
1495,3-Feb-12
1496,4-Feb-12
1497,5-Feb-12
1498,6-Feb-12
1499,7-Feb-12
1500,8-Feb-12
1501,9-Feb-12
1502,10-Feb-12
1503,11-Feb-12
1504,12-Feb-12
1505,13-Feb-12
1506,14-Feb-12
1507,15-Feb-12
1508,16-Feb-12
1509,17-Feb-12
1510,18-Feb-12
1511,19-Feb-12
1512,20-Feb-12
1513,21-Feb-12
1514,22-Feb-12
1515,23-Feb-12
1516,24-Feb-12
1517,25-Feb-12
1518,26-Feb-12
1519,27-Feb-12
1520,28-Feb-12
1521,29-Feb-12
1522,1-Mar-12
1523,2-Mar-12
1524,3-Mar-12
1525,4-Mar-12
1526,5-Mar-12
1527,6-Mar-12
1528,7-Mar-12
1529,8-Mar-12
1530,9-Mar-12
1531,10-Mar-12
1532,11-Mar-12
1533,12-Mar-12
1534,13-Mar-12
1535,14-Mar-12
1536,15-Mar-12
1537,16-Mar-12
1538,17-Mar-12
1539,18-Mar-12
1540,19-Mar-12
1541,20-Mar-12
1542,21-Mar-12
1543,22-Mar-12
1544,23-Mar-12
1545,24-Mar-12
1546,25-Mar-12
1547,26-Mar-12
1548,27-Mar-12
1549,28-Mar-12
1550,29-Mar-12
1551,30-Mar-12
1552,31-Mar-12
1553,1-Apr-12
1554,2-Apr-12
1555,3-Apr-12
1556,4-Apr-12
1557,5-Apr-12
1558,6-Apr-12
1559,7-Apr-12
1560,8-Apr-12
1561,9-Apr-12
1562,10-Apr-12
1563,11-Apr-12
1564,12-Apr-12
1565,13-Apr-12
1566,14-Apr-12
1567,15-Apr-12
1568,16-Apr-12
1569,17-Apr-12
1570,18-Apr-12
1571,19-Apr-12
1572,20-Apr-12
1573,21-Apr-12
1574,22-Apr-12
1575,23-Apr-12
1576,24-Apr-12
1577,25-Apr-12
1578,26-Apr-12
1579,27-Apr-12
1580,28-Apr-12
1581,29-Apr-12
1582,30-Apr-12
1583,1-May-12
1584,2-May-12
1585,3-May-12
1586,4-May-12
1587,5-May-12
1588,6-May-12
1589,7-May-12
1590,8-May-12
1591,9-May-12
1592,10-May-12
1593,11-May-12
1594,12-May-12
1595,13-May-12
1596,14-May-12
1597,15-May-12
1598,16-May-12
1599,17-May-12
1600,18-May-12
1601,19-May-12
1602,20-May-12
1603,21-May-12
1604,22-May-12
1605,23-May-12
1606,24-May-12
1607,25-May-12
1608,26-May-12
1609,27-May-12
1610,28-May-12
1611,29-May-12
1612,30-May-12
1613,31-May-12
1614,1-Jun-12
1615,2-Jun-12
1616,3-Jun-12
1617,4-Jun-12
1618,5-Jun-12
1619,6-Jun-12
1620,7-Jun-12
1621,8-Jun-12
1622,9-Jun-12
1623,10-Jun-12
1624,11-Jun-12
1625,12-Jun-12
1626,13-Jun-12
1627,14-Jun-12
1628,15-Jun-12
1629,16-Jun-12
1630,17-Jun-12
1631,18-Jun-12
1632,19-Jun-12
1633,20-Jun-12
1634,21-Jun-12
1635,22-Jun-12
1636,23-Jun-12
1637,24-Jun-12
1638,25-Jun-12
1639,26-Jun-12
1640,27-Jun-12
1641,28-Jun-12
1642,29-Jun-12
1643,30-Jun-12
1644,1-Jul-12
1645,2-Jul-12
1646,3-Jul-12
1647,4-Jul-12
1648,5-Jul-12
1649,6-Jul-12
1650,7-Jul-12
1651,8-Jul-12
1652,9-Jul-12
1653,10-Jul-12
1654,11-Jul-12
1655,12-Jul-12
1656,13-Jul-12
1657,14-Jul-12
1658,15-Jul-12
1659,16-Jul-12
1660,17-Jul-12
1661,18-Jul-12
1662,19-Jul-12
1663,20-Jul-12
1664,21-Jul-12
1665,22-Jul-12
1666,23-Jul-12
1667,24-Jul-12
1668,25-Jul-12
1669,26-Jul-12
1670,27-Jul-12
1671,28-Jul-12
1672,29-Jul-12
1673,30-Jul-12
1674,31-Jul-12
1675,1-Aug-12
1676,2-Aug-12
1677,3-Aug-12
1678,4-Aug-12
1679,5-Aug-12
1680,6-Aug-12
1681,7-Aug-12
1682,8-Aug-12
1683,9-Aug-12
1684,10-Aug-12
1685,11-Aug-12
1686,12-Aug-12
1687,13-Aug-12
1688,14-Aug-12
1689,15-Aug-12
1690,16-Aug-12
1691,17-Aug-12
1692,18-Aug-12
1693,19-Aug-12
1694,20-Aug-12
1695,21-Aug-12
1696,22-Aug-12
1697,23-Aug-12
1698,24-Aug-12
1699,25-Aug-12
1700,26-Aug-12
1701,27-Aug-12
1702,28-Aug-12
1703,29-Aug-12
1704,30-Aug-12
1705,31-Aug-12
1706,1-Sep-12
1707,2-Sep-12
1708,3-Sep-12
1709,4-Sep-12
1710,5-Sep-12
1711,6-Sep-12
1712,7-Sep-12
1713,8-Sep-12
1714,9-Sep-12
1715,10-Sep-12
1716,11-Sep-12
1717,12-Sep-12
1718,13-Sep-12
1719,14-Sep-12
1720,15-Sep-12
1721,16-Sep-12
1722,17-Sep-12
1723,18-Sep-12
1724,19-Sep-12
1725,20-Sep-12
1726,21-Sep-12
1727,22-Sep-12
1728,23-Sep-12
1729,24-Sep-12
1730,25-Sep-12
1731,26-Sep-12
1732,27-Sep-12
1733,28-Sep-12
1734,29-Sep-12
1735,30-Sep-12
1736,1-Oct-12
1737,2-Oct-12
1738,3-Oct-12
1739,4-Oct-12
1740,5-Oct-12
1741,6-Oct-12
1742,7-Oct-12
1743,8-Oct-12
1744,9-Oct-12
1745,10-Oct-12
1746,11-Oct-12
1747,12-Oct-12
1748,13-Oct-12
1749,14-Oct-12
1750,15-Oct-12
1751,16-Oct-12
1752,17-Oct-12
1753,18-Oct-12
1754,19-Oct-12
1755,20-Oct-12
1756,21-Oct-12
1757,22-Oct-12
1758,23-Oct-12
1759,24-Oct-12
1760,25-Oct-12
1761,26-Oct-12
1762,27-Oct-12
1763,28-Oct-12
1764,29-Oct-12
1765,30-Oct-12
1766,31-Oct-12
1767,1-Nov-12
1768,2-Nov-12
1769,3-Nov-12
1770,4-Nov-12
1771,5-Nov-12
1772,6-Nov-12
1773,7-Nov-12
1774,8-Nov-12
1775,9-Nov-12
1776,10-Nov-12
1777,11-Nov-12
1778,12-Nov-12
1779,13-Nov-12
1780,14-Nov-12
1781,15-Nov-12
1782,16-Nov-12
1783,17-Nov-12
1784,18-Nov-12
1785,19-Nov-12
1786,20-Nov-12
1787,21-Nov-12
1788,22-Nov-12
1789,23-Nov-12
1790,24-Nov-12
1791,25-Nov-12
1792,26-Nov-12
1793,27-Nov-12
1794,28-Nov-12
1795,29-Nov-12
1796,30-Nov-12
1797,1-Dec-12
1798,2-Dec-12
1799,3-Dec-12
1800,4-Dec-12
1801,5-Dec-12
1802,6-Dec-12
1803,7-Dec-12
1804,8-Dec-12
1805,9-Dec-12
1806,10-Dec-12
1807,11-Dec-12
1808,12-Dec-12
1809,13-Dec-12
1810,14-Dec-12
1811,15-Dec-12
1812,16-Dec-12
1813,17-Dec-12
1814,18-Dec-12
1815,19-Dec-12
1816,20-Dec-12
1817,21-Dec-12
1818,22-Dec-12
1819,23-Dec-12
1820,24-Dec-12
1821,25-Dec-12
1822,26-Dec-12
1823,27-Dec-12
1824,28-Dec-12
1825,29-Dec-12
1826,30-Dec-12
1827,31-Dec-12
1828,1-Jan-13
1829,2-Jan-13
1830,3-Jan-13
1831,4-Jan-13
1832,5-Jan-13
1833,6-Jan-13
1834,7-Jan-13
1835,8-Jan-13
1836,9-Jan-13
1837,10-Jan-13
1838,11-Jan-13
1839,12-Jan-13
1840,13-Jan-13
1841,14-Jan-13
1842,15-Jan-13
1843,16-Jan-13
1844,17-Jan-13
1845,18-Jan-13
1846,19-Jan-13
1847,20-Jan-13
1848,21-Jan-13
1849,22-Jan-13
1850,23-Jan-13
1851,24-Jan-13
1852,25-Jan-13
1853,26-Jan-13
1854,27-Jan-13
1855,28-Jan-13
1856,29-Jan-13
1857,30-Jan-13
1858,31-Jan-13
1859,1-Feb-13
1860,2-Feb-13
1861,3-Feb-13
1862,4-Feb-13
1863,5-Feb-13
1864,6-Feb-13
1865,7-Feb-13
1866,8-Feb-13
1867,9-Feb-13
1868,10-Feb-13
1869,11-Feb-13
1870,12-Feb-13
1871,13-Feb-13
1872,14-Feb-13
1873,15-Feb-13
1874,16-Feb-13
1875,17-Feb-13
1876,18-Feb-13
1877,19-Feb-13
1878,20-Feb-13
1879,21-Feb-13
1880,22-Feb-13
1881,23-Feb-13
1882,24-Feb-13
1883,25-Feb-13
1884,26-Feb-13
1885,27-Feb-13
1886,28-Feb-13
1887,1-Mar-13
1888,2-Mar-13
1889,3-Mar-13
1890,4-Mar-13
1891,5-Mar-13
1892,6-Mar-13
1893,7-Mar-13
1894,8-Mar-13
1895,9-Mar-13
1896,10-Mar-13
1897,11-Mar-13
1898,12-Mar-13
1899,13-Mar-13
1900,14-Mar-13
1901,15-Mar-13
1902,16-Mar-13
1903,17-Mar-13
1904,18-Mar-13
1905,19-Mar-13
1906,20-Mar-13
1907,21-Mar-13
1908,22-Mar-13
1909,23-Mar-13
1910,24-Mar-13
1911,25-Mar-13
1912,26-Mar-13
1913,27-Mar-13
1914,28-Mar-13
1915,29-Mar-13
1916,30-Mar-13
1917,31-Mar-13
1918,1-Apr-13
1919,2-Apr-13
1920,3-Apr-13
1921,4-Apr-13
1922,5-Apr-13
1923,6-Apr-13
1924,7-Apr-13
1925,8-Apr-13
1926,9-Apr-13
1927,10-Apr-13
1928,11-Apr-13
1929,12-Apr-13
1930,13-Apr-13
1931,14-Apr-13
1932,15-Apr-13
1933,16-Apr-13
1934,17-Apr-13
1935,18-Apr-13
1936,19-Apr-13
1937,20-Apr-13
1938,21-Apr-13
1939,22-Apr-13
1940,23-Apr-13
1941,24-Apr-13
1942,25-Apr-13
1943,26-Apr-13
1944,27-Apr-13
1945,28-Apr-13
1946,29-Apr-13
1947,30-Apr-13
1948,1-May-13
1949,2-May-13
1950,3-May-13
1951,4-May-13
1952,5-May-13
1953,6-May-13
1954,7-May-13
1955,8-May-13
1956,9-May-13
1957,10-May-13
1958,11-May-13
1959,12-May-13
1960,13-May-13
1961,14-May-13
1962,15-May-13
1963,16-May-13
1964,17-May-13
1965,18-May-13
1966,19-May-13
1967,20-May-13
1968,21-May-13
1969,22-May-13
1970,23-May-13
1971,24-May-13
1972,25-May-13
1973,26-May-13
1974,27-May-13
1975,28-May-13
1976,29-May-13
1977,30-May-13
1978,31-May-13
1979,1-Jun-13
1980,2-Jun-13
1981,3-Jun-13
1982,4-Jun-13
1983,5-Jun-13
1984,6-Jun-13
1985,7-Jun-13
1986,8-Jun-13
1987,9-Jun-13
1988,10-Jun-13
1989,11-Jun-13
1990,12-Jun-13
1991,13-Jun-13
1992,14-Jun-13
1993,15-Jun-13
1994,16-Jun-13
1995,17-Jun-13
1996,18-Jun-13
1997,19-Jun-13
1998,20-Jun-13
1999,21-Jun-13
2000,22-Jun-13
2001,23-Jun-13
2002,24-Jun-13
2003,25-Jun-13
2004,26-Jun-13
2005,27-Jun-13
2006,28-Jun-13
2007,29-Jun-13
2008,30-Jun-13
2009,1-Jul-13
2010,2-Jul-13
2011,3-Jul-13
2012,4-Jul-13
2013,5-Jul-13
2014,6-Jul-13
2015,7-Jul-13
2016,8-Jul-13
2017,9-Jul-13
2018,10-Jul-13
2019,11-Jul-13
2020,12-Jul-13
2021,13-Jul-13
2022,14-Jul-13
2023,15-Jul-13
2024,16-Jul-13
2025,17-Jul-13
2026,18-Jul-13
2027,19-Jul-13
2028,20-Jul-13
2029,21-Jul-13
2030,22-Jul-13
2031,23-Jul-13
2032,24-Jul-13
2033,25-Jul-13
2034,26-Jul-13
2035,27-Jul-13
2036,28-Jul-13
2037,29-Jul-13
2038,30-Jul-13
2039,31-Jul-13
2040,1-Aug-13
2041,2-Aug-13
2042,3-Aug-13
2043,4-Aug-13
2044,5-Aug-13
2045,6-Aug-13
2046,7-Aug-13
2047,8-Aug-13
2048,9-Aug-13
2049,10-Aug-13
2050,11-Aug-13
2051,12-Aug-13
2052,13-Aug-13
2053,14-Aug-13
2054,15-Aug-13
2055,16-Aug-13
2056,17-Aug-13
2057,18-Aug-13
2058,19-Aug-13
2059,20-Aug-13
2060,21-Aug-13
2061,22-Aug-13
2062,23-Aug-13
2063,24-Aug-13
2064,25-Aug-13
2065,26-Aug-13
2066,27-Aug-13
2067,28-Aug-13
2068,29-Aug-13
2069,30-Aug-13
2070,31-Aug-13
2071,1-Sep-13
2072,2-Sep-13
2073,3-Sep-13
2074,4-Sep-13
2075,5-Sep-13
2076,6-Sep-13
2077,7-Sep-13
2078,8-Sep-13
2079,9-Sep-13
2080,10-Sep-13
2081,11-Sep-13
2082,12-Sep-13
2083,13-Sep-13
2084,14-Sep-13
2085,15-Sep-13
2086,16-Sep-13
2087,17-Sep-13
2088,18-Sep-13
2089,19-Sep-13
2090,20-Sep-13
2091,21-Sep-13
2092,22-Sep-13
2093,23-Sep-13
2094,24-Sep-13
2095,25-Sep-13
2096,26-Sep-13
2097,27-Sep-13
2098,28-Sep-13
2099,29-Sep-13
2100,30-Sep-13
2101,1-Oct-13
2102,2-Oct-13
2103,3-Oct-13
2104,4-Oct-13
2105,5-Oct-13
2106,6-Oct-13
2107,7-Oct-13
2108,8-Oct-13
2109,9-Oct-13
2110,10-Oct-13
2111,11-Oct-13
2112,12-Oct-13
2113,13-Oct-13
2114,14-Oct-13
2115,15-Oct-13
2116,16-Oct-13
2117,17-Oct-13
2118,18-Oct-13
2119,19-Oct-13
2120,20-Oct-13
2121,21-Oct-13
2122,22-Oct-13
2123,23-Oct-13
2124,24-Oct-13
2125,25-Oct-13
2126,26-Oct-13
2127,27-Oct-13
2128,28-Oct-13
2129,29-Oct-13
2130,30-Oct-13
2131,31-Oct-13
2132,1-Nov-13
2133,2-Nov-13
2134,3-Nov-13
2135,4-Nov-13
2136,5-Nov-13
2137,6-Nov-13
2138,7-Nov-13
2139,8-Nov-13
2140,9-Nov-13
2141,10-Nov-13
2142,11-Nov-13
2143,12-Nov-13
2144,13-Nov-13
2145,14-Nov-13
2146,15-Nov-13
2147,16-Nov-13
2148,17-Nov-13
2149,18-Nov-13
2150,19-Nov-13
2151,20-Nov-13
2152,21-Nov-13
2153,22-Nov-13
2154,23-Nov-13
2155,24-Nov-13
2156,25-Nov-13
2157,26-Nov-13
2158,27-Nov-13
2159,28-Nov-13
2160,29-Nov-13
2161,30-Nov-13
2162,1-Dec-13
2163,2-Dec-13
2164,3-Dec-13
2165,4-Dec-13
2166,5-Dec-13
2167,6-Dec-13
2168,7-Dec-13
2169,8-Dec-13
2170,9-Dec-13
2171,10-Dec-13
2172,11-Dec-13
2173,12-Dec-13
2174,13-Dec-13
2175,14-Dec-13
2176,15-Dec-13
2177,16-Dec-13
2178,17-Dec-13
2179,18-Dec-13
2180,19-Dec-13
2181,20-Dec-13
2182,21-Dec-13
2183,22-Dec-13
2184,23-Dec-13
2185,24-Dec-13
2186,25-Dec-13
2187,26-Dec-13
2188,27-Dec-13
2189,28-Dec-13
2190,29-Dec-13
2191,30-Dec-13
2192,31-Dec-13
2193,1-Jan-14
2194,2-Jan-14
2195,3-Jan-14
2196,4-Jan-14
2197,5-Jan-14
2198,6-Jan-14
2199,7-Jan-14
2200,8-Jan-14
2201,9-Jan-14
2202,10-Jan-14
2203,11-Jan-14
2204,12-Jan-14
2205,13-Jan-14
2206,14-Jan-14
2207,15-Jan-14
2208,16-Jan-14
2209,17-Jan-14
2210,18-Jan-14
2211,19-Jan-14
2212,20-Jan-14
2213,21-Jan-14
2214,22-Jan-14
2215,23-Jan-14
2216,24-Jan-14
2217,25-Jan-14
2218,26-Jan-14
2219,27-Jan-14
2220,28-Jan-14
2221,29-Jan-14
2222,30-Jan-14
2223,31-Jan-14
2224,1-Feb-14
2225,2-Feb-14
2226,3-Feb-14
2227,4-Feb-14
2228,5-Feb-14
2229,6-Feb-14
2230,7-Feb-14
2231,8-Feb-14
2232,9-Feb-14
2233,10-Feb-14
2234,11-Feb-14
2235,12-Feb-14
2236,13-Feb-14
2237,14-Feb-14
2238,15-Feb-14
2239,16-Feb-14
2240,17-Feb-14
2241,18-Feb-14
2242,19-Feb-14
2243,20-Feb-14
2244,21-Feb-14
2245,22-Feb-14
2246,23-Feb-14
2247,24-Feb-14
2248,25-Feb-14
2249,26-Feb-14
2250,27-Feb-14
2251,28-Feb-14
2252,1-Mar-14
2253,2-Mar-14
2254,3-Mar-14
2255,4-Mar-14
2256,5-Mar-14
2257,6-Mar-14
2258,7-Mar-14
2259,8-Mar-14
2260,9-Mar-14
2261,10-Mar-14
2262,11-Mar-14
2263,12-Mar-14
2264,13-Mar-14
2265,14-Mar-14
2266,15-Mar-14
2267,16-Mar-14
2268,17-Mar-14
2269,18-Mar-14
2270,19-Mar-14
2271,20-Mar-14
2272,21-Mar-14
2273,22-Mar-14
2274,23-Mar-14
2275,24-Mar-14
2276,25-Mar-14
2277,26-Mar-14
2278,27-Mar-14
2279,28-Mar-14
2280,29-Mar-14
2281,30-Mar-14
2282,31-Mar-14
2283,1-Apr-14
2284,2-Apr-14
2285,3-Apr-14
2286,4-Apr-14
2287,5-Apr-14
2288,6-Apr-14
2289,7-Apr-14
2290,8-Apr-14
2291,9-Apr-14
2292,10-Apr-14
2293,11-Apr-14
2294,12-Apr-14
2295,13-Apr-14
2296,14-Apr-14
2297,15-Apr-14
2298,16-Apr-14
2299,17-Apr-14
2300,18-Apr-14
2301,19-Apr-14
2302,20-Apr-14
2303,21-Apr-14
2304,22-Apr-14
2305,23-Apr-14
2306,24-Apr-14
2307,25-Apr-14
2308,26-Apr-14
2309,27-Apr-14
2310,28-Apr-14
2311,29-Apr-14
2312,30-Apr-14
2313,1-May-14
2314,2-May-14
2315,3-May-14
2316,4-May-14
2317,5-May-14
2318,6-May-14
2319,7-May-14
2320,8-May-14
2321,9-May-14
2322,10-May-14
2323,11-May-14
2324,12-May-14
2325,13-May-14
2326,14-May-14
2327,15-May-14
2328,16-May-14
2329,17-May-14
2330,18-May-14
2331,19-May-14
2332,20-May-14
2333,21-May-14
2334,22-May-14
2335,23-May-14
2336,24-May-14
2337,25-May-14
2338,26-May-14
2339,27-May-14
2340,28-May-14
2341,29-May-14
2342,30-May-14
2343,31-May-14
2344,1-Jun-14
2345,2-Jun-14
2346,3-Jun-14
2347,4-Jun-14
2348,5-Jun-14
2349,6-Jun-14
2350,7-Jun-14
2351,8-Jun-14
2352,9-Jun-14
2353,10-Jun-14
2354,11-Jun-14
2355,12-Jun-14
2356,13-Jun-14
2357,14-Jun-14
2358,15-Jun-14
2359,16-Jun-14
2360,17-Jun-14
2361,18-Jun-14
2362,19-Jun-14
2363,20-Jun-14
2364,21-Jun-14
2365,22-Jun-14
2366,23-Jun-14
2367,24-Jun-14
2368,25-Jun-14
2369,26-Jun-14
2370,27-Jun-14
2371,28-Jun-14
2372,29-Jun-14
2373,30-Jun-14
2374,1-Jul-14
2375,2-Jul-14
2376,3-Jul-14
2377,4-Jul-14
2378,5-Jul-14
2379,6-Jul-14
2380,7-Jul-14
2381,8-Jul-14
2382,9-Jul-14
2383,10-Jul-14
2384,11-Jul-14
2385,12-Jul-14
2386,13-Jul-14
2387,14-Jul-14
2388,15-Jul-14
2389,16-Jul-14
2390,17-Jul-14
2391,18-Jul-14
2392,19-Jul-14
2393,20-Jul-14
2394,21-Jul-14
2395,22-Jul-14
2396,23-Jul-14
2397,24-Jul-14
2398,25-Jul-14
2399,26-Jul-14
2400,27-Jul-14
2401,28-Jul-14
2402,29-Jul-14
2403,30-Jul-14
2404,31-Jul-14
2405,1-Aug-14
2406,2-Aug-14
2407,3-Aug-14
2408,4-Aug-14
2409,5-Aug-14
2410,6-Aug-14
2411,7-Aug-14
2412,8-Aug-14
2413,9-Aug-14
2414,10-Aug-14
2415,11-Aug-14
2416,12-Aug-14
2417,13-Aug-14
2418,14-Aug-14
2419,15-Aug-14
2420,16-Aug-14
2421,17-Aug-14
2422,18-Aug-14
2423,19-Aug-14
2424,20-Aug-14
2425,21-Aug-14
2426,22-Aug-14
2427,23-Aug-14
2428,24-Aug-14
2429,25-Aug-14
2430,26-Aug-14
2431,27-Aug-14
2432,28-Aug-14
2433,29-Aug-14
2434,30-Aug-14
2435,31-Aug-14
2436,1-Sep-14
2437,2-Sep-14
2438,3-Sep-14
2439,4-Sep-14
2440,5-Sep-14
2441,6-Sep-14
2442,7-Sep-14
2443,8-Sep-14
2444,9-Sep-14
2445,10-Sep-14
2446,11-Sep-14
2447,12-Sep-14
2448,13-Sep-14
2449,14-Sep-14
2450,15-Sep-14
2451,16-Sep-14
2452,17-Sep-14
2453,18-Sep-14
2454,19-Sep-14
2455,20-Sep-14
2456,21-Sep-14
2457,22-Sep-14
2458,23-Sep-14
2459,24-Sep-14
2460,25-Sep-14
2461,26-Sep-14
2462,27-Sep-14
2463,28-Sep-14
2464,29-Sep-14
2465,30-Sep-14
2466,1-Oct-14
2467,2-Oct-14
2468,3-Oct-14
2469,4-Oct-14
2470,5-Oct-14
2471,6-Oct-14
2472,7-Oct-14
2473,8-Oct-14
2474,9-Oct-14
2475,10-Oct-14
2476,11-Oct-14
2477,12-Oct-14
2478,13-Oct-14
2479,14-Oct-14
2480,15-Oct-14
2481,16-Oct-14
2482,17-Oct-14
2483,18-Oct-14
2484,19-Oct-14
2485,20-Oct-14
2486,21-Oct-14
2487,22-Oct-14
2488,23-Oct-14
2489,24-Oct-14
2490,25-Oct-14
2491,26-Oct-14
2492,27-Oct-14
2493,28-Oct-14
2494,29-Oct-14
2495,30-Oct-14
2496,31-Oct-14
2497,1-Nov-14
2498,2-Nov-14
2499,3-Nov-14
2500,4-Nov-14
2501,5-Nov-14
2502,6-Nov-14
2503,7-Nov-14
2504,8-Nov-14
2505,9-Nov-14
2506,10-Nov-14
2507,11-Nov-14
2508,12-Nov-14
2509,13-Nov-14
2510,14-Nov-14
2511,15-Nov-14
2512,16-Nov-14
2513,17-Nov-14
2514,18-Nov-14
2515,19-Nov-14
2516,20-Nov-14
2517,21-Nov-14
2518,22-Nov-14
2519,23-Nov-14
2520,24-Nov-14
2521,25-Nov-14
2522,26-Nov-14
2523,27-Nov-14
2524,28-Nov-14
2525,29-Nov-14
2526,30-Nov-14
2527,1-Dec-14
2528,2-Dec-14
2529,3-Dec-14
2530,4-Dec-14
2531,5-Dec-14
2532,6-Dec-14
2533,7-Dec-14
2534,8-Dec-14
2535,9-Dec-14
2536,10-Dec-14
2537,11-Dec-14
2538,12-Dec-14
2539,13-Dec-14
2540,14-Dec-14
2541,15-Dec-14
2542,16-Dec-14
2543,17-Dec-14
2544,18-Dec-14
2545,19-Dec-14
2546,20-Dec-14
2547,21-Dec-14
2548,22-Dec-14
2549,23-Dec-14
2550,24-Dec-14
2551,25-Dec-14
2552,26-Dec-14
2553,27-Dec-14
2554,28-Dec-14
2555,29-Dec-14
2556,30-Dec-14
2557,31-Dec-14
2558,1-Jan-15
2559,2-Jan-15
2560,3-Jan-15
2561,4-Jan-15
2562,5-Jan-15
2563,6-Jan-15
2564,7-Jan-15
2565,8-Jan-15
2566,9-Jan-15
2567,10-Jan-15
2568,11-Jan-15
2569,12-Jan-15
2570,13-Jan-15
2571,14-Jan-15
2572,15-Jan-15
2573,16-Jan-15
2574,17-Jan-15
2575,18-Jan-15
2576,19-Jan-15
2577,20-Jan-15
2578,21-Jan-15
2579,22-Jan-15
2580,23-Jan-15
2581,24-Jan-15
2582,25-Jan-15
2583,26-Jan-15
2584,27-Jan-15
2585,28-Jan-15
2586,29-Jan-15
2587,30-Jan-15
2588,31-Jan-15
2589,1-Feb-15
2590,2-Feb-15
2591,3-Feb-15
2592,4-Feb-15
2593,5-Feb-15
2594,6-Feb-15
2595,7-Feb-15
2596,8-Feb-15
2597,9-Feb-15
2598,10-Feb-15
2599,11-Feb-15
2600,12-Feb-15
2601,13-Feb-15
2602,14-Feb-15
2603,15-Feb-15
2604,16-Feb-15
2605,17-Feb-15
2606,18-Feb-15
2607,19-Feb-15
2608,20-Feb-15
2609,21-Feb-15
2610,22-Feb-15
2611,23-Feb-15
2612,24-Feb-15
2613,25-Feb-15
2614,26-Feb-15
2615,27-Feb-15
2616,28-Feb-15
2617,1-Mar-15
2618,2-Mar-15
2619,3-Mar-15
2620,4-Mar-15
2621,5-Mar-15
2622,6-Mar-15
2623,7-Mar-15
2624,8-Mar-15
2625,9-Mar-15
2626,10-Mar-15
2627,11-Mar-15
2628,12-Mar-15
2629,13-Mar-15
2630,14-Mar-15
2631,15-Mar-15
2632,16-Mar-15
2633,17-Mar-15
2634,18-Mar-15
2635,19-Mar-15
2636,20-Mar-15
2637,21-Mar-15
2638,22-Mar-15
2639,23-Mar-15
2640,24-Mar-15
2641,25-Mar-15
2642,26-Mar-15
2643,27-Mar-15
2644,28-Mar-15
2645,29-Mar-15
2646,30-Mar-15
2647,31-Mar-15
2648,1-Apr-15
2649,2-Apr-15
2650,3-Apr-15
2651,4-Apr-15
2652,5-Apr-15
2653,6-Apr-15
2654,7-Apr-15
2655,8-Apr-15
2656,9-Apr-15
2657,10-Apr-15
2658,11-Apr-15
2659,12-Apr-15
2660,13-Apr-15
2661,14-Apr-15
2662,15-Apr-15
2663,16-Apr-15
2664,17-Apr-15
2665,18-Apr-15
2666,19-Apr-15
2667,20-Apr-15
2668,21-Apr-15
2669,22-Apr-15
2670,23-Apr-15
2671,24-Apr-15
