show_id,listed_in_id
80134279,3
80134279,24
70044870,10
26597413,11
80245356,2
80245356,5
80245356,3
80245356,9
80245356,18
18002692,11
81024100,11
60027583,2
60002033,36
60002033,11
60002033,14
70046968,36
70046968,11
81154982,1
81154982,2
81063129,11
81074542,2
382650,10
382650,36
70044705,10
70044705,2
449931,36
449931,11
449931,14
80215046,1
60036838,10
60036838,36
81179693,11
81179693,5
81179693,30
485218,10
1192866,7
11819434,2
11819434,12
11819434,11
516788,10
516788,36
516788,6
70048968,2
70048968,14
542137,36
542137,2
542137,23
60021796,2
60021796,11
60021796,5
60031247,15
60031247,7
60000577,36
60000577,2
60000577,23
60000577,3
60000577,4
60000577,37
60000577,11
60000577,14
81083786,1
81083786,2
81083786,14
80153894,2
1179333,2
70118779,11
70118779,37
653673,20
653673,23
70020947,10
70020947,2
70117305,10
70117305,15
70117305,6
701346,36
701346,11
701346,5
701346,23
709163,10
709163,36
709163,12
709380,36
709380,11
709380,14
1150871,2
1150871,11
1150871,13
70082264,2
70082264,16
1179583,10
1179583,2
70044595,1
70044595,2
60011729,10
60011729,36
60011729,11
70044883,2
70044883,37
70044883,13
60021590,10
60021590,36
60021590,2
60023638,10
60023638,11
60023638,24
70031792,36
70031792,11
70100383,11
70100383,14
60002403,36
60002403,15
60002403,7
17236920,11
923574,10
923574,2
923574,5
81152930,1
81152930,2
81152930,14
973861,11
973861,13
70058796,11
70058796,23
70047101,10
70047101,6
81189396,20
70093991,2
60033247,10
60033247,36
60033247,11
70060000,11
70060000,7
70295067,11
70295067,27
70031779,36
70031779,11
1178866,7
60033312,10
60033312,11
684847,10
684847,2
81150305,11
81150305,5
20557937,10
20557937,6
60027695,10
60027695,6
60031303,10
60031303,6
60031303,5
848915,11
848915,7
60022980,10
60022980,2
60003961,20
60003961,23
70060005,10
70060005,4
70060005,18
70060005,21
70084791,2
70084791,14
70084791,5
70084791,23
70123542,2
70123542,15
70107499,10
70107499,11
70107499,5
70123117,2
70123117,5
70123117,23
70100644,5
70100644,7
80057750,11
80057750,5
80057750,23
70229045,11
70229045,5
70139073,10
70139073,11
70139073,5
81024731,11
81024731,5
81024731,23
70219525,2
70219525,11
70219525,5
16914787,2
16914787,37
80039595,11
80039595,27
80039595,5
70123120,2
70123120,11
70123120,5
80224055,5
80224055,14
70052249,2
70052249,11
70052249,5
70084775,11
70084775,23
70084775,37
70114588,2
70114588,5
70114588,23
70185139,2
70185139,5
80232501,13
80232501,7
80210147,8
80224606,20
80058851,11
80058851,5
80058851,7
80058851,17
80058851,18
70219528,2
70219528,5
70219528,7
70219528,18
70219528,21
70241088,5
70241088,7
70068799,2
70068799,11
70068799,5
70229044,11
70229044,5
70254349,10
70254349,2
70254349,5
70254342,2
70254342,5
70254342,23
80084838,2
80084838,5
80084838,23
70254346,11
70254346,5
70254346,37
70229040,2
70229040,5
70229040,23
70056663,8
80067906,2
80067906,11
80067906,5
70071832,11
70071832,5
70071832,23
70273401,8
80097390,11
80097390,13
80097390,5
70106268,11
70106268,5
80039594,2
80039594,5
80039594,23
70139076,11
70139076,5
70109758,2
70109758,11
70109758,5
70123126,10
70123126,11
70123126,5
70303431,11
70303431,5
70303431,7
70254351,11
70254351,5
70254351,23
70275076,2
70275076,5
70275076,23
80189997,11
80189997,5
80189997,7
81015100,8
80076581,20
80076581,24
81025404,20
80182949,20
80182949,30
70060017,1
70266675,6
70266675,7
80155792,11
80155792,13
80155792,5
70108590,2
70108590,11
70108590,5
70108590,13
70185141,1
70185141,11
80201826,15
80201826,5
80201826,7
80158388,10
80158388,11
80158388,5
80203778,11
80203778,5
80203778,14
80201820,2
80201820,13
80201820,5
80103312,5
80103312,7
80103312,6
80202605,10
80202605,11
80202605,5
80203791,11
80203791,5
80203791,14
80079229,2
80079229,5
80080145,11
80080145,13
80080145,5
80080145,39
80080145,23
80157797,1
80157797,2
80032364,11
80032364,5
80203786,11
80203786,13
80203786,5
80032097,10
80032097,2
80032097,23
80032097,5
80156684,10
80156684,13
80156684,3
80156684,28
80174727,10
80174727,11
80174727,5
80174727,18
80174727,3
80174727,25
80201827,5
80201827,7
80179288,10
80179288,1
80179288,2
80203780,10
80203780,5
80203780,6
80216215,2
80216215,11
80216215,5
80211371,11
80211371,5
80211371,23
80144358,20
80144358,16
80144358,17
80097360,20
80093212,2
80093212,5
80093212,14
60000545,12
60000545,11
60000545,7
80025702,36
80025702,11
80156369,36
80156369,11
1145882,10
1145882,5
70288423,8
70290568,8
70141644,12
70141644,15
81035836,2
81035836,5
81044103,20
81044103,23
81072917,10
81072917,11
81072917,5
70142542,15
70142542,7
81035855,10
81035855,5
81035845,10
81035845,11
81035845,5
81035856,2
81035856,5
80134780,8
80134780,18
80134780,17
80134780,16
80134780,35
80221308,15
80221308,7
80213657,8
80217133,7
80059440,11
80059440,13
80059440,5
80059440,3
80059440,28
80059440,17
80059440,18
70118125,2
70118125,5
81016592,11
81016592,27
81067760,5
81067760,6
70172928,11
80101493,8
80235472,15
80177300,15
80177300,3
80177300,4
80189866,1
80189866,2
80189866,23
80106793,2
80124727,8
80117263,1
80117263,20
80117263,17
80117263,18
80087897,2
80087897,30
70084180,11
70084180,5
70084180,17
80195964,11
80195964,6
80195964,7
80213024,8
80244782,11
80244782,5
80144280,2
80144280,5
80144280,14
80209866,10
80209866,5
80241666,2
80241666,11
80241666,5
80167648,2
80167648,11
80167648,5
80167648,16
80167648,4
80202874,2
80202874,14
70109249,10
70109249,2
70109249,5
80993095,2
80993095,11
80993095,13
80993095,3
80993095,17
80993095,22
70045644,2
70045644,5
70045644,23
70025612,10
70025612,15
70025612,5
80237006,11
80237006,5
80160033,15
80160033,5
81111849,2
81111849,11
81111849,5
80083930,15
80083930,5
80083752,15
80083752,5
70185023,2
70185023,11
70185023,13
70185023,18
80189827,20
70202150,11
70202150,14
81010699,5
81010699,7
70299863,2
70299863,11
70299863,13
80133554,8
80133554,30
80994596,29
80994596,3
80994596,4
80994596,18
81031939,2
81031939,5
81031939,14
81028570,11
81028570,13
81028570,5
81028570,23
80244640,11
80244640,5
80244640,7
80999729,2
80999729,14
80999729,3
80999729,18
80992499,2
80992499,5
80992499,37
80176342,10
80176342,11
80176342,5
81087094,15
81087094,13
81087094,7
80221447,1
80221447,35
80221447,17
80063265,10
80063265,2
80063265,16
80063265,18
81034931,10
81034931,15
81034931,5
80202903,11
80202903,5
80202903,7
80202903,28
80202903,16
80167459,20
80164778,10
80164778,11
80164778,5
80068327,2
80068327,11
80087933,20
80087933,16
80087933,18
80084666,11
80084666,5
80192137,8
80195049,2
80195049,14
80186850,8
80117765,7
80117765,3
81046255,11
81046255,13
81046255,5
80218306,10
80218306,13
80218306,6
80211638,15
80211638,30
80211638,7
80211638,19
80220758,20
80220758,23
80220758,37
80165083,10
80165083,5
80165083,6
80165083,17
80165083,18
81057229,10
81057229,2
81057229,5
81057229,25
81057229,17
80151384,8
80151384,28
80151384,16
80151384,3
80038335,8
80011852,20
80011852,23
80121348,11
80121348,13
80121348,30
81011598,8
81005364,2
81005364,11
81005364,5
81035880,2
81035880,5
81103139,11
70143369,10
70143369,6
81096151,2
81096151,11
81096151,5
70259801,10
70259801,3
70259801,18
80990658,10
80990658,5
80133663,8
80117082,11
80117082,13
80117082,14
81043473,11
80091267,11
80091267,13
80091267,5
80182919,7
80182919,3
80182919,18
80115466,10
80115466,38
80115466,5
80115466,28
80115466,24
80115466,3
80142223,20
80142223,5
80142223,30
80142223,22
80142223,21
80080768,15
80080768,13
80080768,7
81061407,11
81061407,13
81061407,37
80161216,15
80161216,5
80218111,2
80218111,5
80218111,14
80218111,4
80218111,18
80218111,22
80218111,3
81103108,2
81103108,14
80236341,10
80236341,5
80236341,23
81041271,8
80216758,11
80216758,6
80216758,7
80216758,16
80216758,17
70083809,8
80028529,1
70154110,11
70154110,5
80998967,1
80998967,11
81038047,11
81038047,13
81038047,5
60021906,2
60021906,5
60021906,6
70142827,10
70142827,6
70142827,7
70149579,11
70149579,13
70149579,5
70109375,10
70109375,5
70109375,23
70289558,11
70289558,5
70289558,23
81085319,2
70117577,2
70117577,14
70158421,1
70158421,2
70158421,5
20258084,2
20258084,12
20258084,5
80097814,11
80097814,13
70241757,11
70241757,13
80133551,8
81110388,2
81110388,5
81110388,23
80220311,10
81110389,2
81110389,11
81110389,5
81110389,32
81110389,17
70111279,2
70111279,11
70111279,5
81123050,11
81123050,13
81123050,5
81123050,4
81123050,16
81123050,18
70007056,11
70007056,5
70007056,7
70035357,2
70035357,5
70035357,23
80108481,2
80108481,5
70153178,11
70153178,5
70153178,23
70073018,10
70073018,11
70073018,5
80994416,2
80994416,5
80243408,10
80243408,11
80243408,5
80994418,2
80994418,11
80994418,5
70050576,10
70050576,38
70050576,36
70253596,12
70253596,13
70253596,7
70253596,3
80157133,2
80157133,5
80157133,6
80157133,3
80157083,2
80157083,11
80157083,5
80098287,11
80098287,13
80098287,14
24081514,11
24081514,5
24081514,23
24081514,4
24081514,18
24081514,37
80157564,11
80157564,5
80178078,11
80178078,5
80178078,7
80104330,20
80104330,5
81053958,10
81053958,11
81094666,7
81094666,3
81094666,22
81094666,9
80223928,1
80223928,2
81065331,1
80186940,8
80120740,2
81077874,20
81077874,3
81077874,18
80117736,2
80117736,13
80117736,25
80117736,17
80114666,20
80157866,2
80157866,12
80157866,13
80161029,1
81039410,11
81039410,13
81039410,5
81012340,11
81012340,13
81012340,5
70242536,10
70242536,2
70242536,11
80192065,8
80192065,22
80192065,21
80143556,2
80143556,14
80143556,17
80216541,2
80216541,11
80216541,5
80216541,16
80216541,18
80216541,26
80194950,2
70261058,2
70261058,5
70261058,23
70204288,10
70204288,2
70204288,11
80057278,10
80057278,11
80057278,5
70293703,11
70293703,5
70293703,7
80165853,11
80165853,13
80165853,5
80161108,1
80082660,2
80082660,11
80082660,5
80028359,1
80028359,2
80028359,37
81076049,20
60031264,1
60031264,2
81059956,11
81059956,13
81059956,5
81094667,11
81094667,13
81094667,7
81069255,20
81069255,23
81094083,11
81094083,13
81094083,5
80208082,20
80208082,5
81080637,20
81080637,5
81049260,15
81049260,5
81017593,10
81017593,13
81017593,5
81017593,18
81017593,35
70270364,10
70270364,12
70270364,5
81093342,2
81093342,11
81093342,5
70056441,1
70056441,2
419733,1
81021631,7
80241044,10
80241044,2
80241044,5
80213148,20
80150390,2
80150390,5
80150390,6
80993495,11
80993495,5
80993495,34
80993495,21
80993495,28
80993495,16
80192548,10
80192548,11
80192548,5
80232330,10
80232330,13
80103425,2
80103425,5
80170875,11
80170875,13
80170875,5
80990815,11
80990815,5
80990815,7
80990816,11
80990816,5
80990816,28
80990816,25
80990829,20
80990829,30
80238110,8
80238110,3
80238110,17
80241876,20
80241876,5
80241876,37
80990811,2
80990811,5
80990811,14
80990811,28
80990811,16
80990811,18
80224106,5
80224106,14
80206732,10
80206732,11
80206732,5
80990810,11
80990810,5
80235767,31
80235767,39
80235767,17
80990814,11
80990814,5
80245268,20
80245268,5
80228322,11
80228322,5
80228322,39
80228322,18
80223149,20
80223149,37
80179373,2
80179373,11
80179373,13
80233962,2
80233962,5
80233493,10
80233493,2
80233493,15
80990813,11
80990813,5
80220531,11
80220531,13
80134149,7
80115133,11
80115133,13
80115133,5
80176698,2
80176698,11
80176698,5
80165848,2
80165848,11
80165848,5
70275753,11
70275753,5
70295762,10
70295762,2
70295762,5
80165849,11
80165849,13
80165849,5
80158395,11
80158395,5
80158395,14
70275774,2
70275774,5
70275774,23
80103430,20
80165850,2
80165850,5
80103372,2
80103372,11
80103372,13
80068117,11
80068117,5
80068117,7
20764666,2
20764666,11
20764666,5
70268209,20
70268209,5
80165851,10
80165851,2
80165851,5
70129415,10
70129415,38
70129415,6
80095094,20
80156763,2
80156763,5
80156857,11
80156857,5
80156857,7
70268489,11
70268489,5
70268489,14
70268489,39
80178720,11
80178720,5
80178720,14
80106505,11
80106505,13
80106505,5
80106505,37
80015785,11
80015785,5
80015785,37
80097361,20
80176716,11
80176716,13
80176716,5
80132961,20
80132961,5
80165857,2
80165857,5
80165857,14
70258366,2
70258366,11
70258366,5
80165732,2
80165732,11
80165732,5
80165854,2
80165854,11
80165854,5
80083589,2
80083589,11
80083589,5
80032081,2
80032081,11
80032081,5
17457962,11
17457962,5
17457962,14
80182105,20
80182105,5
80165855,10
80165855,11
80165855,13
70273637,11
70273637,5
70273637,7
70176968,2
70176968,11
70176968,5
80173605,11
80173605,5
80165856,2
80165856,5
70308135,10
70308135,2
70308135,5
80093103,11
80093103,5
80093103,14
80102305,20
80102305,5
70176655,15
70176655,6
70176655,7
80161848,40
80161848,3
80161848,29
80209796,11
81131761,11
81131761,7
70309693,11
70309693,13
80107737,20
80107737,5
80152742,2
80152742,5
80107370,11
80107370,13
80107370,5
80095233,11
80095233,5
80095233,7
80095233,3
80095233,17
80095233,16
80095233,18
70270362,2
70270362,11
70270362,13
70270362,18
70270362,21
81074140,10
81074140,2
81074140,5
81074140,18
81074140,34
81074140,3
80184676,11
80184676,13
80184676,14
81024044,11
81024044,13
81024044,5
81024044,3
81024044,25
60023618,1
60023618,2
60023618,18
70113532,10
70113532,6
70074299,2
70074299,11
70074299,14
80995799,1
80995799,11
80995799,3
80995799,28
80995799,5
80995799,37
17687959,2
17687959,37
70100377,11
70100377,27
80189630,2
80189630,11
80189630,14
81010867,2
81010867,5
81010865,11
81010865,5
81010865,14
81010874,5
81010874,14
80075018,11
80075018,5
80075018,14
80075018,34
80075018,21
70260374,10
70260374,15
80190180,5
80190180,7
80150002,8
80079265,10
80079265,6
80079265,18
80079265,19
80238080,1
80238080,2
80238080,6
296682,1
296682,36
60037606,1
60037606,11
60037606,3
60037606,18
516154,1
80170187,8
80174137,11
80174137,13
80038296,8
80011848,20
80011848,28
80011848,16
70100381,1
70100381,2
70110919,11
70110919,5
80221560,1
80221560,2
80221560,11
80200961,10
80214580,2
80214580,14
80085013,5
80085013,14
81077597,11
81077597,13
81077597,5
80049193,11
80049193,5
80049193,37
81010871,11
81010871,5
81010871,14
81004270,20
81004270,37
70051671,2
70051671,14
80144408,32
80144408,17
81038545,15
81044496,11
81044496,13
81044496,5
80235932,17
80235932,3
80235932,4
80176592,10
80176592,6
80170381,32
80170381,17
80142103,11
80142103,13
80142103,7
80152842,15
80152842,5
80049928,22
80049928,37
80131168,20
80119190,36
80119190,20
80119187,36
80119187,20
80048568,33
80048568,29
80048568,3
80048568,22
80048568,9
80048568,20
80048568,16
80048568,18
60027942,36
60027942,20
80115857,11
80115857,13
80115857,14
70281026,33
70281026,29
70281026,18
70281026,3
70281026,20
70281026,22
80119193,36
80119193,20
80119189,36
80119189,20
80119189,22
80119189,9
80097423,20
80097423,27
80097423,23
70259177,29
70259177,3
70259177,18
70259177,32
70259177,16
70259177,17
80117458,11
80117458,13
80117458,37
80143362,2
80143362,14
80201200,10
80201200,5
80201200,6
80183197,8
80148210,11
80148210,6
80148210,7
70128549,2
70128549,12
70069233,2
70069233,12
80018336,15
80018336,13
80018336,7
80180509,2
80180509,11
80180509,13
80145255,10
70230147,2
70230147,14
80105067,1
80105067,2
80105067,4
80105067,17
81033429,2
81033429,11
81033429,13
80188579,11
80188579,5
80188579,37
80992232,29
80992232,3
80992232,18
80992232,21
80145533,11
80145533,37
80200571,11
80200571,18
80200571,3
70129463,2
70129463,15
70129463,13
80170767,11
80170767,13
80170767,37
80170767,26
80134826,8
81047902,15
81047902,5
81047897,11
81047897,5
81047897,14
80216988,15
80216988,5
80213803,33
80213803,3
80213803,39
80175623,11
80175623,5
80175623,14
81002880,8
80222896,11
80222896,5
80222896,7
81038046,10
81038046,2
81038046,11
81038046,3
81038046,25
80101096,1
80101096,2
80202809,10
80202809,2
80202809,5
80206758,20
80206758,5
80162210,8
80126485,20
80082242,11
80082242,22
70202151,2
80999996,10
80999996,2
80999996,5
80999996,3
80999996,18
80169617,10
80169617,2
80144454,11
80144454,5
80242378,11
80242378,13
80242378,3
80242378,18
80171733,11
80245408,11
80245408,5
80245408,23
80044566,11
80044566,13
80044566,3
80044566,4
80044566,18
80991158,11
80991158,5
80991158,6
80991158,16
80991158,18
80991158,23
80169469,2
80169469,11
80169469,23
80148239,20
80148239,5
80148239,23
80148239,37
80148239,17
80148239,18
81010863,10
81010863,2
81010863,5
80162503,10
80162503,2
80162503,5
80150350,2
80150350,11
80150350,5
80160692,11
80160692,5
80160692,14
70060865,15
70060865,5
80157890,5
80157890,14
80164752,20
80164752,37
80135149,11
80135149,13
80135149,5
80171965,39
80171965,17
80100945,20
80100945,5
80195967,10
80195967,1
80195967,13
80195967,5
80195967,37
80195967,18
81048554,11
81048554,13
81048554,5
81048554,16
81048554,18
81048554,4
81048554,29
81048554,3
70105459,10
70105459,11
70105459,13
80207444,2
80207444,11
80207444,13
81033516,11
81033516,5
81075235,10
81075235,11
81075235,5
70283202,2
70283202,11
80156212,11
70296742,2
70296742,11
70296742,5
80095531,11
80095531,5
80095531,23
80095531,29
80095531,3
80095531,9
80192139,8
80192063,8
80218656,15
80218656,5
80095806,20
80095806,23
80013550,11
80013550,13
80013550,5
81037077,8
81047798,11
81047798,13
81047798,6
80189216,10
80189216,11
80092781,1
80092781,2
81019338,2
81019338,11
81019338,13
80132964,20
80117824,10
80117824,15
80117824,5
80058460,2
80058460,15
80076467,8
80049951,20
80049951,5
80031800,1
80031800,2
80031800,12
80017171,2
80017171,11
80017171,13
80017171,16
80017171,17
80108984,2
80108984,11
80108984,13
80158577,11
80158577,5
80158577,7
80158577,18
70175439,11
70175439,5
296682,11
296682,4
296682,18
296682,22
70307848,2
70307848,11
70307848,14
70105599,1
70105599,3
70105599,18
60029366,36
60029366,11
60029366,13
80100260,10
80017170,11
80017170,5
70028197,1
70028197,2
81013990,2
81013990,11
81013990,5
80171678,10
80171678,5
81074015,2
81074015,11
81074015,5
81041273,8
70108985,1
70108985,2
81004374,11
81004374,5
81004374,30
81004374,16
81004374,18
70045356,8
70203594,8
70253171,8
70109657,8
70020728,10
70020728,2
70020728,12
81024308,20
81024308,37
81024308,34
81024308,35
81024308,18
81031178,10
81031178,11
81031178,5
81031178,22
70056425,11
70056425,5
70056425,7
81050198,7
81050198,22
81050198,9
81050198,3
81050198,17
81034771,15
81034771,13
81034771,7
80239442,11
80239442,5
80238299,2
80238299,11
80238299,5
80201814,11
80201814,13
80201814,5
80192244,38
80192244,1
80192244,5
80235957,2
80235957,11
80235957,5
80226021,2
80226021,11
80226021,5
80226021,3
80226021,18
80147758,10
80147758,11
80147758,5
80201608,11
80201608,5
80241537,1
80241537,2
80241616,1
80241616,2
80239642,11
80239642,13
80239642,5
80239642,35
70041893,11
70041893,5
80238298,15
80238298,5
80238298,7
80238298,16
80238298,17
80238400,11
80238400,5
80238400,23
80238400,16
80238400,18
80239738,11
80239738,5
80239738,18
80239738,21
80237300,11
80237300,5
60021758,10
60021758,11
60021758,5
70095265,10
70095265,2
70095265,5
70095265,37
80117240,11
80117240,13
80098842,20
80098842,11
80098842,5
80156935,10
80156935,2
80156935,11
80102080,11
80102080,5
80092884,11
80092884,13
80092884,5
80092884,37
81060041,11
81060041,13
81060041,37
70090072,11
70090072,5
70090072,14
80145621,11
80145621,5
80145621,14
80100268,2
80100268,11
80100268,5
80206696,5
80206696,14
81010870,2
81010870,11
81010870,5
80226234,10
80226234,11
80226234,5
80081274,11
80081274,13
80081274,5
80081274,26
80134967,8
80134967,18
80134967,21
80134967,17
80134967,35
80192187,10
80192187,3
80189653,8
80135585,1
80135585,3
80135585,28
80135585,16
80216664,23
80017535,10
80017535,16
80017535,18
80219917,7
80174144,2
80174144,11
80174144,13
80220677,15
80229829,11
80229829,13
80229829,5
80141173,11
80141173,5
80141173,37
80134515,2
80134515,5
80134515,14
80134521,2
80134521,5
80134521,37
80134521,17
80097003,11
80097003,13
80134516,2
80134516,5
80134606,2
80134606,5
80134518,2
80134518,5
80134330,2
80134330,5
80134330,14
80038298,2
80038298,5
80134500,2
80134500,5
80038353,2
80038353,5
80038354,2
80038354,5
80038354,14
80038439,2
80038439,5
80038440,10
80038440,2
80038440,5
80134604,2
80134604,11
80134604,5
80134524,2
80134524,11
80134524,5
80038355,2
80038355,5
80038441,2
80038441,5
80134433,11
80134433,5
80134433,14
80134436,2
80134436,5
80134514,2
80134514,5
80134514,14
80134398,2
80134398,5
80134398,14
80134520,2
80134520,11
80134520,5
80134420,11
80134420,5
80134501,2
80134501,5
80134501,28
80134501,16
80134399,2
80134399,5
80134399,14
80134438,2
80134438,5
80134438,14
80134435,2
80134435,5
80134435,14
80134519,11
80134519,5
80134519,14
80134434,2
80134434,5
80160357,11
80160357,5
80160357,14
70299745,11
70299745,5
70299745,14
80038527,2
80038527,11
80038527,5
80038445,2
80038445,11
80038445,5
81059183,20
81059183,5
81059183,37
81024332,11
81024332,27
81024332,5
81024332,23
80987464,2
80987464,5
80156925,1
80156925,11
80156925,14
80156925,3
60002907,10
60002907,5
60002907,14
80207473,2
80207473,9
80990534,15
80990534,13
70111265,10
70111265,6
70024098,2
70024098,11
70024098,13
80071907,11
80071907,13
80071907,7
70020730,13
70020730,5
70020730,7
80057137,1
80057137,2
81045720,15
81045720,5
81045720,7
70236016,1
70236016,2
81069249,2
81069249,13
81083971,11
81083971,5
81083971,23
80200047,1
80200047,11
80200047,13
80156772,1
80156772,2
81016361,1
81055395,10
81055395,5
70077556,1
70077556,34
70077556,21
70100412,20
70100412,37
60021299,2
60021299,12
60021299,13
70129374,11
70129374,13
80167647,11
80167647,5
80167647,7
80167647,3
80167647,18
80184973,10
80184973,13
80184973,6
70229921,20
70021551,5
70021551,23
70021551,14
80175151,5
80175151,14
80232404,10
80232404,13
80232404,6
60036746,10
60036746,11
60036746,5
60036613,10
60036613,11
60036613,5
60036613,34
60036613,19
80214584,5
80214584,37
17671454,11
17671454,5
17671454,14
60036617,10
60036617,11
60036617,5
70294790,2
70294790,5
70294790,23
70063017,11
70063017,5
60003401,11
60003401,5
60003401,23
80224605,5
80224605,23
70021253,10
70021253,2
70021253,11
70138498,15
70138498,5
70138498,7
80188099,7
70025303,10
70025303,11
70025303,5
70048905,11
70048905,13
70048905,5
80223227,11
80223227,5
80223227,14
80223195,11
80223195,5
80223195,23
80236906,10
80236906,2
80236906,5
80238297,11
80238297,5
80238297,14
80235958,11
80235958,13
80235958,5
80235958,7
17969262,10
17969262,11
17969262,5
80223317,2
80223317,5
80223317,23
70012334,5
70012334,14
80106947,11
80106947,5
80106947,7
80082014,11
80082014,14
80082014,17
70291094,1
70250369,1
80223230,2
80223230,5
80059049,11
80059049,5
80059049,14
60032008,11
60032008,5
60032008,23
60037397,10
60037397,11
60037397,5
80223228,11
80223228,5
70001082,10
70001082,5
70001082,23
80238291,11
80238291,5
80158247,2
80158247,5
60035875,11
60035875,5
60035875,7
70244982,11
70244982,13
70244982,5
70065769,2
70065769,5
70065769,23
70099702,11
70099702,5
80238637,11
80238637,5
80238637,14
80188777,11
80188777,5
80188777,7
80238293,11
80238293,5
80132381,2
80132381,13
80132381,5
80023851,2
80023851,11
80023851,5
70019491,11
70019491,5
70304187,2
70304187,5
60001670,11
60001670,5
60001670,23
80196367,5
80196367,7
70134669,11
70134669,5
70134669,7
80202728,11
80238294,11
80238294,5
80238294,7
80023853,2
80023853,5
80023853,23
80244078,11
80244078,5
80238190,11
80238190,13
80238190,5
70304188,31
70304186,31
70304189,2
70304189,12
70143440,31
20717860,10
20717860,11
20717860,5
80201833,11
80238295,2
80238295,13
80238295,5
80223190,2
80223190,5
70125935,11
70125935,13
70125935,5
60021903,11
60021903,5
60021903,14
70001564,11
70001564,5
70001564,22
70001564,9
70001564,20
70175127,20
70175127,5
70175127,22
70175127,9
70175127,3
80172471,20
80172471,18
80144119,11
80144119,9
80165917,11
80165917,5
80165917,14
70155788,11
70155788,5
70155788,17
70155788,22
70155788,9
80141767,37
80141767,28
80141767,25
70285730,11
70285730,5
70285730,7
80172469,20
80097530,2
80092404,2
80092850,2
80092850,5
80092850,14
80093127,5
80093127,7
80093127,3
80093127,16
80093127,28
80103734,11
80103734,13
80103734,7
81061410,13
81061410,7
81061410,5
81061410,14
60024935,10
60024935,11
60024935,6
80168189,2
80168189,11
80168189,13
80244709,2
80244709,13
80244709,5
80194946,8
80194946,19
80194946,22
80194946,21
80159025,15
80159025,5
80159025,7
81025973,11
81025973,13
81025973,5
80121387,11
80121387,5
80121387,30
80227090,5
80227090,6
80227090,7
81113918,2
81113918,5
81113918,14
81029736,1
81051688,1
81051688,11
81051688,5
81113921,2
81113921,15
81113921,13
80173387,20
80173387,23
81013112,20
81013112,37
70290904,11
70290904,13
70290904,5
70294793,11
70294793,13
70294793,14
81030855,11
81030855,5
80079473,15
80079473,7
80018328,2
80018328,27
80018328,14
80996787,11
80996787,5
80996787,7
81035881,2
81035881,5
81035843,2
81035843,5
81035837,1
81035837,2
81035837,11
80039136,11
80039136,5
80039136,14
81035884,2
81035884,5
81035884,23
81035863,2
81035863,5
81035858,2
81035858,5
81035882,2
81035882,5
81035859,11
81035859,5
80223226,38
80223226,5
81076055,1
80996790,1
80996790,2
70181716,20
70270388,15
70270388,13
70270388,7
80186608,10
80186608,2
80186608,6
80042309,11
80042309,5
80042309,14
80169554,1
80169554,11
80169554,23
80114804,11
80114804,5
80114804,6
80237423,8
80237423,6
70117293,2
70117293,16
70117293,17
80121841,1
80121841,27
81093122,15
81093122,5
81093122,14
70293788,11
70293788,13
70293788,7
81039384,11
81039384,5
81039384,7
70245034,8
80220676,10
80220676,15
80220676,13
80220676,18
80220676,21
80109341,15
80109341,13
80109341,5
80109341,27
80109341,37
80109341,25
80109341,17
80144311,2
80144311,11
80144311,5
80109145,10
80109145,5
80117455,10
80117455,5
80132626,11
80132626,5
80132626,7
80106124,23
80106124,8
81145270,14
81128584,2
81128584,11
81128584,5
80198478,11
80198478,5
80198478,7
80198478,3
80198478,24
80191989,8
80191989,29
80191989,3
80191989,4
80191989,17
80238434,2
80238434,11
80238434,5
80217569,6
80217569,7
80217569,3
80217569,18
80015210,8
80134080,11
80134080,13
80134080,3
81130373,20
81130373,5
81130373,22
81130373,9
81130373,17
81130373,18
81091378,10
81091378,5
81091378,6
81136964,7
80233215,3
80233215,18
80233215,21
80241779,2
80241779,13
80241779,5
80091936,10
80091936,2
80091936,11
81110498,11
81110498,13
81110498,23
81110498,3
81110498,17
81060096,8
81060096,37
80133553,8
80133553,23
70236020,5
70236020,23
70236020,7
81002747,10
81002747,2
81075239,15
81075239,13
81075239,5
81075239,17
80192018,10
80192018,1
80192018,6
80200015,8
80161640,11
80161640,30
80108952,11
80108952,5
80108952,23
80996192,8
81090899,11
81095399,11
81095399,13
81095399,5
81095399,17
80038207,10
80038207,38
80038207,6
80171598,11
80171598,5
80160994,2
80160994,5
80160994,30
80191356,1
80191356,2
80191357,1
80191357,2
80097641,8
80097349,2
80097349,11
80097349,13
80097349,27
80231602,15
80231602,13
80231602,5
26009364,1
26009364,5
26009364,6
80143794,20
70026432,1
80155477,11
80155477,7
80038420,11
80038420,13
80038420,6
81035849,11
81035849,5
80195901,10
80195901,5
80128245,11
80128245,13
80128245,5
80993655,11
80993655,5
80993655,14
80167644,11
80167644,13
80167644,6
80027041,15
81018067,11
81018067,13
81018067,5
80220422,3
80220422,16
80220422,4
81033473,10
81033473,38
81033473,5
81035870,11
81035870,5
81035870,16
81035870,17
81035870,3
60024788,10
60024788,38
60024788,5
80166185,11
80166185,5
80166185,37
81035877,2
81035877,5
81035877,14
81131274,15
81131274,13
81131274,5
81035876,11
81035876,5
81035875,11
81035875,5
81027187,11
81027187,5
81027187,7
81035871,5
81035871,7
80173234,2
80173234,11
80173234,5
80151644,1
80151644,2
80185223,8
80185223,22
80185223,9
80185223,28
80185223,25
70038131,11
81110386,11
81110386,5
