show_id,director_id
81003058,676
80236993,677
80236993,678
80057565,679
81002596,680
81002597,681
80148275,682
80127886,683
80080491,684
80046777,685
60024976,686
80173002,687
81092045,688
81034600,689
81058497,690
80167628,691
81165326,692
81053961,572
81029848,693
80204460,392
70209267,694
70306305,695
70262831,696
70113005,697
70052286,377
80114460,698
81206389,699
80117461,700
80117461,701
80117461,702
81213894,703
80238204,704
80230507,705
80990725,706
80990725,707
81016327,708
81004245,709
80057969,284
80057969,710
81039383,711
81018377,712
81021528,713
80991809,714
80991809,715
70117294,716
70117582,717
81082007,718
81172754,719
81120982,720
81227195,721
81172899,722
81172908,723
81172901,109
81033086,572
60020826,724
80226242,725
70101696,726
81194544,727
81177504,728
81177504,729
80175798,528
80239961,730
80219019,731
81062293,732
80235524,300
81215481,733
81215481,734
80147529,735
81018860,736
81018860,737
80141787,738
80049871,739
81218079,740
81218079,741
60028294,742
80125671,743
80174220,744
80174220,745
80103512,746
60020948,747
60020948,748
70235384,749
569355,750
60022645,751
80196379,752
80198859,753
80159876,754
81218074,755
81218074,756
80199682,757
80203522,758
80203522,759
80107037,232
80107037,760
80077402,761
80107219,232
60023606,762
81026188,763
80080109,377
80080109,764
80988835,765
80208104,766
80134827,94
80127558,767
80158084,768
80124725,483
80124725,769
70267398,770
80108983,771
292118,772
70003046,773
80221584,774
70053833,348
70122722,775
70122722,776
81217738,777
80081990,778
60004471,218
60022413,779
70058022,780
60022502,539
80244683,781
80028357,782
81217739,783
60031884,784
70117289,785
28631236,786
70121502,787
70215455,788
506464,789
60003508,790
70105132,690
60004083,791
70087538,792
1181661,793
60011552,794
70044693,795
70173046,796
70039187,797
70044686,798
80989043,325
81021831,61
81021832,60
80239932,799
81214223,800
80027560,800
70135899,801
81215437,802
81215438,803
81215438,804
81214187,805
80160987,806
81215439,807
70178618,808
70292700,809
81214214,810
81020531,811
80242446,812
80085566,813
80124722,103
70243696,814
70243692,815
81073633,816
70230138,574
70230138,817
70083532,818
80177865,819
80117534,820
80115031,821
80115031,822
80079470,823
70127998,824
80160759,825
80209608,826
80182622,9
80175694,827
80016471,828
70189289,829
80013267,830
80046819,831
70293315,832
80177400,833
81037898,834
81004099,835
80200267,836
80200267,837
70113538,838
80244457,839
81196441,840
81162089,841
81217737,842
81076114,575
81076114,843
80093820,844
80183187,845
70124331,846
81217749,847
81217749,756
70291121,848
81035105,849
80224054,555
81038832,850
81035109,851
81030893,421
81035104,852
81035104,853
80075824,854
80075824,855
81035108,856
81035107,857
81028556,858
81028574,859
81028574,860
81028560,860
80196044,861
80122177,862
80122177,863
80136925,864
70040076,865
70040076,866
80117532,867
70260514,868
80127995,795
81156627,869
81096745,870
80191804,700
80191109,148
80004534,871
70213466,872
80222787,873
80147403,874
80058424,875
81078466,876
80060034,59
80205085,877
80205085,878
70117297,879
81152923,880
80131563,322
80091658,881
80237420,882
70174733,574
80183088,883
80183088,483
80198018,884
80127990,885
80134279,886
70044870,887
26597413,888
80245356,889
18002692,890
81024100,891
60027583,892
60027583,893
60002033,894
70046968,895
81154982,896
81063129,897
81074542,898
382650,899
70044705,900
449931,901
70189289,902
80215046,903
60036838,904
81179693,905
485218,906
1192866,907
11819434,908
11819434,909
516788,910
70048968,911
542137,912
542137,913
60021796,742
60031247,914
60000577,915
81083786,916
80153894,917
1179333,918
70118779,210
653673,919
70020947,920
70117305,921
701346,922
709163,923
709380,924
1150871,925
70082264,926
70082264,50
1179583,927
70044595,928
60011729,929
60011729,930
70044883,931
60021590,929
60023638,932
70031792,933
70100383,934
60002403,935
17236920,936
923574,292
81152930,937
973861,938
70058796,939
70047101,790
81189396,940
81189396,941
70093991,942
60033247,943
70060000,944
70295067,945
70031779,946
1178866,798
60033312,936
684847,223
81150305,947
20557937,948
20557937,949
60027695,948
60027695,949
60031303,948
60031303,949
848915,950
60022980,951
60003961,952
70060005,953
70084791,954
70084791,955
70123542,956
70107499,957
70123117,958
70100644,959
80057750,864
70229045,864
70139073,960
81024731,961
70219525,568
16914787,962
80039595,963
70123120,964
80224055,555
70052249,387
70052249,965
70084775,966
70114588,967
70185139,968
80232501,969
80210147,970
80224606,971
80058851,565
70219528,959
70241088,972
70068799,439
70229044,454
70254349,973
70254342,974
80084838,975
70254346,976
70229040,600
70056663,977
80067906,391
70071832,568
70273401,871
80097390,978
70106268,979
80039594,980
70139076,959
70109758,981
70123126,982
70303431,983
70254351,984
70275076,985
80189997,986
81015100,987
80076581,988
81025404,989
80182949,990
70060017,991
70266675,992
80155792,993
70108590,994
70185141,995
80201826,996
80158388,997
80203778,998
80201820,999
80103312,1000
80202605,1001
80202605,1002
80203791,1003
80079229,596
80079229,595
80080145,1004
80157797,1005
80032364,1006
80203786,1007
80032097,1008
80156684,50
80174727,1009
80201827,1010
80179288,1011
80203780,1012
80216215,1013
80211371,975
80144358,1014
80097360,1015
80097360,400
80093212,1016
60000545,1017
80025702,1018
80025702,1019
80156369,1020
1145882,1021
70288423,1022
70290568,1023
70290568,1024
70141644,1025
81035836,1026
81044103,1027
81072917,1028
70142542,1029
81035855,1030
81035845,1031
81035856,1032
80134780,1033
80221308,1034
80213657,101
80217133,1035
80059440,1036
80059440,1037
70118125,1038
70118125,1039
81016592,1040
81067760,1041
70172928,787
80101493,412
80235472,1042
80177300,1043
80189866,325
80106793,1044
80124727,483
80124727,883
80117263,1045
80087897,1046
70084180,1047
80195964,1048
80213024,1049
80213024,1050
80244782,1051
80144280,1052
80209866,1053
80241666,1054
80167648,1055
80202874,1056
70109249,1057
80993095,1057
70045644,1058
70025612,1059
80237006,560
80160033,1060
81111849,1061
80083930,1062
80083752,1063
70185023,1064
70185023,1065
80189827,1066
70202150,1067
81010699,1068
70299863,1069
80133554,1070
80994596,1071
81031939,1072
81028570,1073
80244640,1074
80999729,1075
80992499,1076
80176342,571
80176342,1077
81087094,1078
80221447,794
80221447,1079
80063265,1080
81034931,1081
80202903,1082
80167459,1083
80164778,1084
80068327,1085
80087933,1086
80084666,1087
80192137,883
80192137,483
80195049,1088
80186850,700
80117765,1089
81046255,1090
80218306,484
80211638,1091
80220758,1092
80220758,780
80165083,1093
81057229,1094
80151384,1095
80038335,871
80011852,1096
80121348,1097
81011598,1098
81005364,1099
81035880,1100
81103139,1101
70143369,1102
81096151,1103
70259801,558
80990658,1104
80133663,1105
80117082,1106
81043473,1107
80091267,850
80182919,1108
80182919,1109
80115466,1110
80142223,1111
80142223,1112
80080768,328
81061407,1113
80161216,1114
80161216,1115
80218111,1116
81103108,1117
80236341,1118
81041271,1119
80216758,1120
70083809,1121
80028529,1122
70154110,1123
80998967,1124
81038047,1125
60021906,1126
70142827,1127
70149579,981
70109375,1128
70289558,439
81085319,1129
70117577,1130
70158421,1131
20258084,1132
80097814,1133
70241757,1134
80133551,283
81110388,1135
81110388,1136
80220311,1137
81110389,1138
70111279,1139
81123050,1140
70007056,1141
70035357,1142
80108481,1143
70153178,439
70073018,1128
80994416,1144
80243408,957
80994418,1145
70050576,1146
70253596,829
80157133,244
80157083,1147
80098287,1148
24081514,244
80157564,1149
80178078,1150
80178078,1151
80104330,1152
80104330,1153
81053958,1154
81094666,199
80223928,800
81065331,2
80186940,412
80120740,539
81077874,1155
80117736,1156
80117736,1157
80114666,1158
80114666,1159
80114666,1160
80157866,1161
80161029,1162
81039410,1163
81012340,1164
70242536,1165
80192065,883
80192065,483
80192065,1166
80143556,807
80143556,1167
80143556,1168
80216541,117
80194950,1169
70261058,1170
70204288,1171
80057278,1172
70293703,1173
80165853,1174
80161108,1175
80082660,1176
80028359,325
81076049,1177
60031264,1178
81059956,1179
81059956,1180
81094667,1181
81069255,1182
81094083,1183
80208082,1184
81080637,1185
81049260,1186
81017593,1187
70270364,1188
81093342,1189
70056441,1190
419733,724
419733,1191
81021631,1192
80241044,1193
80213148,1194
80150390,43
80993495,1195
80192548,1196
80192548,1197
80232330,1198
80103425,1199
80170875,1200
80990815,1201
80990816,1202
80990829,1203
80238110,1204
80241876,1205
80241876,1206
80990811,1207
80224106,555
80206732,1208
80990810,1209
80235767,1210
80235767,1211
80990814,1212
80245268,1213
80228322,387
80223149,1214
80179373,1215
80233962,1216
80233493,376
80990813,1217
80220531,1218
80134149,1219
80115133,1220
80176698,156
80165848,1221
70275753,1222
70275753,981
70275753,1223
70275753,561
70295762,1224
80165849,1225
80158395,1226
70275774,1126
80103430,1227
80103430,1228
80165850,1229
80103372,1230
80068117,979
20764666,1231
70268209,1232
80165851,1233
70129415,1234
70129415,1235
70129415,1236
70129415,1237
70129415,1238
70129415,1239
70129415,1240
70129415,1241
70129415,1242
70129415,1243
70129415,1244
70129415,1245
80095094,1246
80095094,1247
80156763,1248
80156857,1249
70268489,1250
80178720,274
80106505,1251
80015785,1252
80097361,1253
80097361,1254
80176716,1255
80132961,1256
80165857,1257
70258366,967
80165732,1258
80165854,1259
80083589,1259
80032081,1260
17457962,1261
80182105,1262
80182105,1263
80165855,1264
70273637,957
70176968,1099
80173605,1265
80173605,1266
80165856,1267
70308135,1142
80093103,1268
80102305,1269
80102305,1270
70176655,1154
80161848,1271
80209796,1272
81131761,1273
70309693,1274
80107737,1275
80152742,1276
80107370,1277
80095233,1278
70270362,1279
81074140,1002
81074140,1280
80184676,1281
81024044,1282
60023618,533
70113532,908
70074299,1283
80995799,1284
17687959,1285
70100377,1286
80189630,1287
81010867,1288
81010865,1289
81010874,1290
80075018,1291
70260374,1054
80190180,1292
80190180,1293
80150002,1294
80079265,1295
80238080,1296
296682,317
60037606,317
516154,317
80170187,192
80174137,1297
80038296,1298
80011848,1299
70100381,1300
70110919,1301
80221560,1302
80200961,1303
80214580,1304
80085013,1305
81077597,234
80049193,1306
81010871,1307
81004270,1308
81004270,1309
70051671,1310
80144408,1311
81038545,1312
81044496,1313
80235932,1314
80235932,1315
80235932,1316
80235932,1317
80235932,1318
80176592,1319
80170381,1320
80142103,1321
80152842,1322
80049928,1323
80131168,1324
80119190,1325
80119190,1326
80119187,1327
80048568,1328
60027942,1329
80115857,1069
70281026,1330
80119193,1331
80119193,1332
80119189,1325
80119189,1327
80119189,1333
80119189,1334
80119189,1335
80119189,1336
80097423,1337
80097423,1338
70259177,1339
80117458,1340
80143362,1341
80201200,1342
80183197,883
80183197,483
80148210,1343
70128549,1344
70069233,1344
80018336,1345
80180509,1346
80145255,1347
70230147,1348
80105067,1349
81033429,1350
80188579,1351
80992232,1352
80145533,1353
80200571,1354
70129463,250
80170767,1355
80134826,574
81047902,1356
81047897,1357
80216988,1358
80213803,1359
80175623,1360
81002880,283
80222896,1361
81038046,1362
80101096,1363
80202809,1364
80202809,55
80206758,1365
80162210,1366
80126485,1367
80082242,1368
70202151,1369
80999996,1370
80999996,1371
80169617,1372
80144454,1373
80242378,1374
80171733,1375
80245408,1376
80044566,1377
80991158,1378
80169469,1379
80148239,1380
81010863,1288
80162503,1381
80150350,1382
80160692,1383
70060865,1301
80157890,1384
80164752,1385
80135149,1386
80171965,281
80100945,1387
80195967,1388
81048554,1389
81048554,1390
70105459,469
80207444,1391
81033516,1392
81075235,1393
70283202,1354
80156212,1283
70296742,1394
80095531,1395
80192139,883
80192139,483
80192063,883
80192063,483
80218656,1396
80095806,1397
80013550,1398
80013550,1399
81037077,1294
81047798,1400
80189216,1401
80092781,325
81019338,1402
80132964,1403
80117824,1404
80058460,1405
80076467,1406
80049951,1407
80049951,1408
80031800,1409
80017171,1410
80108984,1411
80108984,1412
80158577,1413
70175439,1414
296682,1415
70307848,1416
70105599,1417
60029366,1418
80100260,1154
80017170,1419
70028197,1420
81013990,1421
80171678,1422
81074015,111
81041273,1119
70108985,1423
81004374,1424
70045356,138
70203594,192
70203594,1425
70253171,138
70109657,192
70020728,1426
81024308,1427
81031178,1428
70056425,1429
81050198,1430
81034771,1431
80239442,1432
80238299,1433
80201814,1434
80201814,1435
80192244,1436
80235957,1437
80226021,1438
80147758,1439
80201608,1440
80241537,1441
80241616,1442
80239642,1443
70041893,269
70041893,1444
80238298,1445
80238400,1446
80239738,1447
80239738,1448
80237300,1449
60021758,1450
70095265,1011
70095265,1451
70095265,1452
80117240,1453
80098842,1454
80098842,1455
80156935,1456
80102080,1457
80092884,1458
81060041,1459
70090072,1383
80145621,1289
80100268,1381
80206696,1384
81010870,1460
80226234,1461
80081274,1462
80134967,574
80192187,1463
80189653,1464
80135585,1465
80216664,1466
80017535,1467
80219917,1468
80174144,1469
80220677,1470
80229829,1471
80141173,1472
80134515,1473
80134521,492
80097003,1474
80134516,1475
80134606,347
80134518,1476
80134330,492
80038298,1477
80038298,1478
80134500,1477
80038353,492
80038354,492
80038439,492
80038440,1479
80134604,1480
80134524,1481
80134524,1482
80038355,1483
80038441,1483
80134433,1484
80134436,1473
80134514,184
80134398,184
80134520,1485
80134420,51
80134501,492
80134399,184
80134399,1486
80134438,1487
80134435,1488
80134519,1489
80134434,347
80160357,1490
70299745,426
80038527,426
80038527,1479
80038445,426
81059183,1491
81024332,1492
80987464,1493
80156925,1494
60002907,1495
80207473,1496
80990534,1497
70111265,1498
70111265,1499
70024098,1500
80071907,1501
70020730,1502
80057137,1503
81045720,1504
70236016,1505
81069249,1506
81083971,1507
80200047,1508
80156772,1509
81016361,1510
81016361,1511
81016361,1512
81055395,1513
81055395,1514
70077556,1515
70100412,1516
60021299,1517
70129374,1518
80167647,1519
80184973,1520
70229921,1521
70021551,596
70021551,595
80175151,1522
80232404,1523
60036746,1524
60036613,469
80214584,1525
17671454,1526
60036617,1527
60036617,1528
70294790,1529
70063017,1526
60003401,390
80224605,1530
70021253,1126
70138498,1531
80188099,1532
70025303,1533
70048905,386
80223227,1534
80223195,1535
80236906,1126
80238297,1536
80235958,1537
17969262,1538
80223317,1539
80223317,1540
70012334,1541
70012334,1542
80106947,1543
80082014,1544
70291094,1545
70250369,1546
70250369,1545
80223230,392
80059049,1538
60032008,1440
60037397,1132
80223228,1547
70001082,1548
80238291,1549
80158247,1550
60035875,1551
70244982,981
70065769,1552
70099702,1553
80238637,1554
80188777,1555
80238293,1264
80132381,1556
80023851,1529
70019491,569
70304187,1316
70304187,1317
70304187,1318
60001670,1538
80196367,1557
70134669,712
80202728,1558
80238294,1559
80023853,703
80244078,856
80238190,1560
70304188,1316
70304188,1317
70304188,1318
70304186,1316
70304186,1317
70304186,1318
70304189,1344
70143440,1344
20717860,1561
80201833,1562
80238295,1563
80223190,1564
70125935,1565
60021903,1538
70001564,1526
70001564,1566
70175127,1567
80172471,1568
80144119,1569
80165917,1570
70155788,1571
80141767,1572
70285730,561
80172469,1573
80097530,1574
80092404,1575
80092850,1576
80093127,306
80103734,1577
81061410,1578
60024935,1579
80168189,1580
80244709,1581
80194946,1582
80159025,1583
81025973,1176
80121387,1584
80227090,1585
81113918,1586
81029736,1587
81051688,1588
81113921,1589
80173387,1590
81013112,1591
81013112,1592
70290904,1593
70294793,1594
81030855,1595
80079473,1596
80018328,1597
80996787,1414
81035881,1598
81035843,1032
81035837,1599
80039136,1600
81035884,1601
81035863,1602
81035858,1603
81035882,1602
81035859,1604
81035859,1605
80223226,844
81076055,1606
80996790,1607
80996790,1608
70181716,1609
70270388,1610
80186608,1611
80042309,1612
80169554,1613
80114804,1614
80237423,700
80237423,1615
70117293,1616
80121841,1617
81093122,1618
70293788,1619
81039384,1620
70245034,412
80220676,1621
80109341,1622
80109341,1623
80144311,1624
80109145,421
80109145,1625
80117455,1626
80132626,1627
80106124,1628
80106124,876
81145270,1629
81128584,1630
80198478,1631
80191989,883
80191989,483
80238434,1632
80217569,1633
80015210,1634
80134080,1635
81130373,1636
81091378,1637
81136964,1638
80233215,1639
80241779,1640
80091936,1188
81110498,1641
81060096,1642
81060096,416
80133553,1643
70236020,1644
81002747,1645
81002747,1646
81002747,1647
81075239,1648
81075239,1649
80192018,229
80200015,574
80161640,1650
80108952,1651
80996192,1652
81090899,1653
81095399,1654
80038207,1655
80171598,1656
80160994,1657
80191356,1658
80191357,1658
80097641,883
80097641,483
80097349,1659
80231602,1660
26009364,354
26009364,1661
80143794,1662
70026432,1663
80155477,1664
80038420,1665
81035849,225
80195901,50
80195901,1666
80128245,1667
80993655,1668
80167644,1669
80167644,1670
80027041,1671
80027041,1672
80027041,1673
80027041,1674
81018067,1675
80220422,1676
80220422,1677
80220422,1678
81033473,1679
81035870,1680
60024788,1679
60024788,1681
80166185,1682
80166185,1683
81035877,1684
81131274,1685
81131274,1686
81035876,1687
81035875,1688
81027187,1689
81035871,1690
81035871,1691
80173234,1692
80151644,1693
80151644,1694
80185223,1695
70038131,1696
81110386,1697
80108430,1698
70135893,1699
80121844,1700
80158750,1701
80216302,1702
80216302,1703
81017094,1704
80241071,1705
80233611,1706
80233611,1707
80160814,1708
80993404,412
81001090,1709
81083891,1710
81136963,1711
80076698,335
80038159,1712
80037691,1713
80998296,1714
80094358,1715
80094358,169
80094358,1716
81123052,1717
81035887,1718
81113927,1719
70074315,269
70074315,1720
80991033,1222
80991033,1223
80991033,561
80991033,981
80244547,1721
80244547,1722
80184100,1723
80131280,1724
80991026,1725
80164206,1726
80187684,1727
80160726,1728
80104706,1729
80158770,1730
70302844,1731
80245601,1732
80242619,1372
70267830,1733
81035841,1684
81147766,1734
81035889,1599
81088277,61
81035874,1032
81035883,1735
81035848,1736
80176756,1737
80168221,1738
70261178,1739
81002929,574
80221016,528
80222188,1740
80221640,1741
80221640,1742
60001104,1743
80132601,1744
80176866,1745
80114989,1746
81092768,1747
81092766,1747
70060018,1748
70202141,1749
81032375,1750
352989,56
81062606,1751
81092767,1747
81092909,1747
81070008,1752
70098605,1753
81077539,1754
20129240,824
70108017,1755
70011219,1756
80097424,1757
80203143,1758
81068732,1759
60026155,1760
80994443,1761
80245442,1762
80190515,1763
80048218,1764
60033300,1765
70011206,1766
80998558,1440
80168167,39
80245626,1767
80196584,1768
80157084,253
80158580,1769
80108609,1770
80144804,1771
80106038,1772
60000901,1773
80158769,1730
80158579,1769
80158920,1774
80107736,1775
80148967,1776
70057994,1087
80156937,1087
80158546,1777
80156936,253
80121843,1778
80158581,1769
60023237,237
80093213,1364
80103623,1779
80032640,1780
81098589,1781
80221446,1782
80991107,1783
80048977,1674
70189282,1784
80119249,1785
80117747,1786
80004286,1787
80004286,1788
80004286,634
81039323,1789
81039323,1790
80192064,883
80192064,483
80176715,1791
80168029,1792
80245121,1793
80177339,1794
80170277,1795
80097355,232
80097355,1796
80097355,1797
70122316,1134
80099089,1798
70303706,987
81039161,1799
80240537,1800
80997870,1801
80997870,1802
60001377,137
81151899,1803
81017011,1804
80999990,1805
80999991,1805
81000000,177
80162192,1806
80162192,1807
70074100,1749
70224969,1808
70261273,1808
